Setting,gamma,variable,value
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.0053371212124608824
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.0
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.006610456586542135
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-4.638242508914203e-05
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.007745150338382967
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-0.00039812122808990935
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.004104541071365819
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-0.0003018925390159133
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.0
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-6.937307287424588e-05
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.012377227309125605
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.00021539993262198465
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.005786286235932359
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-0.022057397475558904
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.010484184197793844
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.010027735299352525
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,6.2874628152354e-05
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.00019922579382036787
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.01175425252867246
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.004139984263834329
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-0.0037477193318928848
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.02411073986677792
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.009646863726660904
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.04943099989442734
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.00027134602992040513
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.05883619685399788
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.00256886551204083
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.056903298740562214
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-0.0019820155065501943
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-0.0027298880731976283
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-0.001041052250473573
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-0.0017786953897349633
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-0.012658011341989628
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-0.0010617904226641883
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.014118904117403908
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-0.0011723625326616194
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.0010900773299553634
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-0.0008717378454341507
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.0020500758761388127
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.006737467501340522
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.0015284241833048995
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.00441676554292636
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-0.00609364632539755
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.00033138155957956883
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.04835270606828601
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.0377778118235641
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.00045157054506894667
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-0.0016220947867289226
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.0035009521022617562
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.02357162810182878
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.019046205195023536
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-0.003984741735759467
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-0.0016864277895920488
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.022818737236633968
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,-0.021736866505011054
"Transition: Hm
Reward: PC",0.9,proposed - kernel_04,0.0015628632718933666
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.03931170294293018
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.004913928276299551
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,8.504234064155014e-05
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.00264970420188515
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.0012485718078476538
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.00035475694273578995
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.012141111344185163
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.007059041096415086
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.005993729551738269
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.02223973188892625
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.009177069664230153
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.0
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.003734531776770744
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.01842073303339653
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.00014466427951376204
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.006137749790906533
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.005033457323163404
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.03250554085368851
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.004978182100108697
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.06169443738991376
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.012265606914239058
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-2.1952007678294194e-07
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.014349039758039694
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.0016170702643236723
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.04353932775891245
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.014206433978845467
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.007952962281688514
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.017290810373896015
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.05083725212161205
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.001199319683149902
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.012657495906658767
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.028029700279295966
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.0012641425071748813
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.024028726248999988
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.00013631629362276243
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.012161950919757025
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.0020552576329837535
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.002433646598562156
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.01084205521982895
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.04332787948289685
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.0015342469973838035
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.004677562556980597
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.03467796889072883
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.007400352943560229
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.0020526935108708955
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.0
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.014250436718053372
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.0005343582348418252
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.015900766251983
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.0010094553677939544
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.00023223268798222563
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.0007216959422766678
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.010085749366916197
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.00012673611668301277
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.024843800419089845
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.031305893315423994
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.08689208620232058
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.03761980542289933
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.0023546788936679164
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.02140486270464237
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.00017296947467837498
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.003976867595401501
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.016855530206163927
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.0031513819329758164
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.00766532570819578
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.05378958048353244
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.000988250118956202
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.10345063662204446
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.04497550984469534
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.12411923529976754
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.005410812164409862
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.12023595511088914
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.010348112059910264
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.026632451844466054
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.007347016033119935
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.003499108168591114
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.03349039441067081
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.0020303224885935833
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.023870943988274718
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.09579362747721731
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.002335468347587799
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.10448149613958346
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.0609841683197061
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.004050250113353471
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.0030767209294859654
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.007845902130480198
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.013816775770560952
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.0016096911207021947
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.12358511136680228
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.0770913070214938
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.0037810611464186294
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.0032550902781940394
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.0003780761566503088
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.04120801256146667
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.0422052230399359
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.0011677413286736993
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.07003699931930463
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.0729070132887566
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,-0.044276110706263694
"Transition: Hm
Reward: PC",0.95,proposed - kernel_04,0.0034013441790898824
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.0032464572277466353
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.001195999853512042
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.0028460778885412985
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.007170308960947835
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.0004862108598548964
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.00018365323465818761
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.014406793171344301
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.0010691593140528255
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.0030497964457136817
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.011203278920034254
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.01183852175368294
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.003844271351635342
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.009259337691671643
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.011785145170341682
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.005434812089117891
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.003074982142049709
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.0005064340016334157
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.0034382214499903974
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.00242202513252332
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.012593744252507921
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.028034935921297244
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-6.089293957955988e-09
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.009786940734703098
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.0006825888581234452
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.019972915249886203
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.0011093171195093454
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.004895905949671597
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.0015761482306406727
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.01616601366983783
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.0012167125572464244
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.016515650434792306
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.010914037218241468
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.0005692841316706776
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.009034086466904068
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,5.413139630228159e-05
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.006325760510943024
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.005776801606917736
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-1.9024486750396363e-06
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-7.497679000323387e-06
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.008339772786662092
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.029303380270123025
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.004335600385936722
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.00766651643455285
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.003719121829293126
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.013500184892389466
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.006610456586542135
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.052608003627760525
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.008039398567138534
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.011179816251005725
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.004104541071365819
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.0003018925390159133
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-6.937307287424588e-05
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.043678683279687824
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.00021539993262198465
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.04468531477201543
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.013264539494808325
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.010484184197793844
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.010027735299352525
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.001038215414296495
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.00019922579382036787
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.005849450065037232
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.004644946804881922
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.0037477193318928848
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.0245998620357879
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.00027072023710994486
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.012544755413367525
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.0155575579206082
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.008226738826716318
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.040274026785943384
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.056903298740562214
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.02592465315597625
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.0027298880731976283
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.0001699459988819818
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.003823600266457561
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.01028951968932068
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.000780009406110338
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.008340833806027792
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.000172938562592595
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.001071757820976682
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.00044434351581212894
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.02895223142045511
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.006737467501340522
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.0015284241833048995
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.00441676554292636
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.00609364632539755
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.00033138155957956883
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.03438158634912325
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.0377778118235641
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.007418255705541998
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.0016220947867289226
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.0035009521022617562
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.01714744619115738
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.017224422985868237
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.00395729914171028
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.0016864277895920488
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.00042055467459922724
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,-0.021736866505011054
"Transition: Hm
Reward: Sm",0.9,proposed - kernel_04,0.0015628632718933666
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.03931170294293018
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.0030423132979136014
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.0059170539745343476
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.01496674638699691
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.0012485718078476538
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.00035475694273578995
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.030428689119447405
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.002217091098463797
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.005993729551738269
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.02223973188892625
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.009177069664230153
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.0762303331075751
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.01781083156915919
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.01842073303339653
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.011886563534128314
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.07920743991396595
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.001036693831886204
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.006674313920168373
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.004978182100108697
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.02434510103149634
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.05695371910664537
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-2.1952007678294194e-07
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.01227281694654625
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.0016170702643236723
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.04353932775891245
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.014206433978845467
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.007952962281688514
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.0035785869842781537
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.05083725212161205
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.02399012701671932
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.012657495906658767
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.056261453600541245
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.0012641425071748813
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.024028726248999988
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.0017371768778833285
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.012161950919757025
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.0020552576329837535
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.002433646598562156
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.01084205521982895
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.04332787948289685
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.0015342469973838035
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.004677562556980597
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.015973058811126428
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.0064089245046448085
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.029057348116302784
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.014250436718053372
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.13904305431616137
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.016486767421540094
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.0010094553677939544
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.00023223268798222563
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.0007216959422766678
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.010085749366916197
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.00012673611668301277
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.024233616584258932
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.030504228611921924
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.012496327493019876
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.042106399622334756
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.0023546788936679164
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.02140486270464237
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.0024325639801956456
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.003976867595401501
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.015389492452276166
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.0031513819329758164
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.00766532570819578
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.048814402836084625
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.02231633951753942
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.10345063662204446
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.027674134797421424
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.12411923529976754
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.08402035019115406
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.12023595511088914
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.010348112059910264
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.013300002427330426
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.007347016033119935
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.003499108168591114
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.03349039441067081
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.0020303224885935833
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.00010462954761969456
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.002922827347606294
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.0022625534642068956
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.0008859951351913864
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.0609841683197061
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.004050250113353471
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.0030767209294859654
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.007845902130480198
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.009576203356711943
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.09690908736751869
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,0.015867891066707607
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.0037810611464186294
"Transition: Hm
Reward: Sm",0.95,proposed - kernel_04,-0.0032550902781940394
